frequency,word,reading,reading_segments,meaning_en,meaning_en_custom,part,frequency_band,age_band,grade
1277,人権,じんけん,人:じん | 権:けん,Human Rights,human Rights,noun | の adjective,,,6
1279,複雑,ふくざつ,複:ふく | 雑:ざつ,Complicated | Complex,complicated | complex,な adjective,,,5
1280,逮捕,たいほ,,Arrest,arrest,noun | verbal noun,,,9
1281,器,うつわ,器:うつわ,Container | Bowl | Capacity,container | bowl | capacity,noun,,,4
1282,守る,まもる,守:まも | る,To Protect | To Defend | To Obey,protect | defend | obey,transitive verb | godan verb,1000.0,,3
1285,取る,とる,取:と | る,To Take | To Take Something | To Get Something,take | take Something | get Something,transitive verb | godan verb,1000.0,,3
1286,証明,しょうめい,証:しょう | 明:めい,Proof | Prove | Verify,proof | prove | verify,noun | の adjective | verbal noun,,,5
1287,概念,がいねん,,General Idea | Concept | Notion,general Idea | concept | notion,noun,,,9
1288,秋,あき,秋:あき,Autumn | Fall,autumn | fall,noun,3000.0,,2
1290,単に,たんに,単:たん | に,Simply | Merely | Only,simply | merely | only,adverb,,,4
1291,今週,こんしゅう,今:こん | 週:しゅう,This Week,this Week,noun,3000.0,2.0,2
1292,空港,くうこう,空:くう | 港:こう,Airport,airport,noun,3000.0,3.0,3
1296,作家,さっか,作:さっ | 家:か,Writer | Author | Creator,writer | author | creator,noun,3000.0,2.0,2
1297,学ぶ,まなぶ,学:まな | ぶ,To Learn | To Study In Depth | To Study,learn | study In Depth | study,godan verb,1000.0,,1
1299,迎え,むかえ,,Meeting | Welcome | Greeting | Reception,meeting | welcome | greeting | reception,noun,,,9
1304,違反,いはん,,Violation | Transgression | Breach,violation | transgression | breach,noun | verbal noun,,,9
1305,義務,ぎむ,義:ぎ | 務:む,Obligation | Duty,obligation | duty,noun | の adjective,,,5
1306,仕組み,しくみ,仕:し | 組:く | み,System | Structure | Mechanism,system | structure | mechanism,noun,3000.0,3.0,3
1308,破壊,はかい,,Destruction | Demolition,destruction | demolition,noun | verbal noun,,,9
1309,研究所,けんきゅうしょ,研:けん | 究:きゅう | 所:しょ,Research Institute | Research Facility,research Institute | research Facility,noun,3000.0,3.0,3
1312,白,しろ,白:しろ,White,white,noun,3000.0,,1
1316,場面,ばめん,場:ば | 面:めん,Scene | Setting | Locale,scene | setting | locale,noun | の adjective,3000.0,3.0,3
1317,英国,えいこく,英:えい | 国:こく,Britain | Uk | United Kingdom | England,britain | uk | united Kingdom | england,noun,,,4
1321,石,いし,石:いし,Stone | Rock,stone | rock,noun,3000.0,,1
1323,就職,しゅうしょく,就:しゅう | 職:しょく,Finding Employment | Getting A Job,finding Employment | getting A Job,noun | verbal noun,,,6
1326,派遣,はけん,,Dispatch | Deployment | Temporary,dispatch | deployment | temporary,noun | verbal noun,,,9
1330,定義,ていぎ,定:てい | 義:ぎ,Definition,definition,noun | verbal noun,,,5
1331,素敵,すてき,素:す | 敵:てき,Lovely | Charming | Wonderful,lovely | charming | wonderful,な adjective,,,6
1333,当たり前,あたりまえ,当:あ | たり | 前:まえ,Natural | Reasonable | Obvious | Usual | Common,natural | reasonable | obvious | usual | common,noun | な adjective | の adjective,3000.0,2.0,2
1334,約束,やくそく,約:やく | 束:そく,Promise | Appointment | Pact,promise | appointment | pact,noun | verbal noun,,,4
1337,出身,しゅっしん,出:しゅっ | 身:しん,One's Origin | One's Hometown | One's Birthplace,one's Origin | one's Hometown | one's Birthplace,noun,3000.0,3.0,3
1341,事項,じこう,,Matter | Item | Subject,matter | item | subject,noun,,,9
1343,質,しつ,質:しつ,Quality,quality,noun | suffix,,,5
1344,趣味,しゅみ,,Hobby,hobby,noun,3000.0,9.0,9
1345,箱,はこ,箱:はこ,Box,box,counter | noun | suffix,3000.0,,3
1347,ご覧,ごらん,ご | 覧:らん,Looking At | Seeing | Watching,looking At | seeing | watching,noun | expression,,,6
1348,出発,しゅっぱつ,出:しゅっ | 発:ぱつ,Departure,departure,noun | verbal noun,,,3
1349,語る,かたる,語:かた | る,To Talk | To Tell | To Recite,talk | tell | recite,transitive verb | godan verb,1000.0,,2
1350,魚,さかな,魚:さかな,Fish,fish,noun,3000.0,,2
1352,残り,のこり,残:のこ | り,Remainder | Remnant | Leftover | Residue,remainder | remnant | leftover | residue,noun | の adjective,,,4
1353,記述,きじゅつ,記:き | 述:じゅつ,Writing Down | Description | Account,writing Down | description | account,noun | verbal noun,,,5
1367,訓練,くんれん,訓:くん | 練:れん,Training | Practice,training | practice,noun | verbal noun,3000.0,9.0,4
1368,来年,らいねん,来:らい | 年:ねん,Next Year,next Year,noun,,,2
1370,証拠,しょうこ,,Physical Evidence | Evidence | Proof,physical Evidence | evidence | proof,noun,,,9
1371,変わる,かわる,変:か | わる,To Be Changed | To Be Transformed | To Be Altered,be Changed | be Transformed | be Altered,intransitive verb | godan verb,,,4
1373,不明,ふめい,不:ふ | 明:めい,Unknown | Unclear | Uncertain | Unsure,unknown | unclear | uncertain | unsure,noun | な adjective,,,4
1375,北海道,ほっかいどう,北:ほっ | 海:かい | 道:どう,Hokkaido,hokkaido,proper noun,3000.0,2.0,2
1376,隣,となり,,Neighbor | Next To | Next Door Neighbor,neighbor | next To | next Door Neighbor,noun | の adjective,,,9
1380,挑戦,ちょうせん,,A Challenge | A Try | An Attempt,a Challenge | a Try | an Attempt,noun | verbal noun,,,9
1383,鳥,とり,鳥:とり,Bird,bird,noun,3000.0,,2
1384,胸,むね,胸:むね,Chest | Breasts,chest | breasts,noun,,,6
1388,保存,ほぞん,保:ほ | 存:ぞん,Preservation | Conservation | Saving,preservation | conservation | saving,noun | verbal noun,,,6
1389,相互,そうご,,Mutual | Reciprocal,mutual | reciprocal,noun | の adjective,3000.0,9.0,9
1391,依頼,いらい,,Request | Entrust,request | entrust,noun | verbal noun,,,9
1392,差別,さべつ,差:さ | 別:べつ,Discrimination,discrimination,noun | verbal noun,,,4
1400,季節,きせつ,季:き | 節:せつ,Season,season,noun | の adjective,,,4
1404,保証,ほしょう,保:ほ | 証:しょう,Guarantee | Assurance | Warranty,guarantee | assurance | warranty,noun | verbal noun,,,5
1408,装置,そうち,装:そう | 置:ち,Equipment | Device | Apparatus,equipment | device | apparatus,noun | verbal noun,,,6
1409,図書館,としょかん,図:と | 書:しょ | 館:かん,Library,library,noun,3000.0,3.0,3
1412,防止,ぼうし,防:ぼう | 止:し,Prevention,prevention,noun | verbal noun,,,5
1416,肉,にく,肉:にく,Meat,meat,noun,3000.0,,2
1417,需要,じゅよう,,Demand,demand,noun,,,9
1418,始まる,はじまる,始:はじ | まる,To Begin | Something Begins | To Start | Something Starts,begin | something Begins | start | something Starts,intransitive verb | godan verb,1000.0,,3
1421,総理,そうり,総:そう | 理:り,Prime Minister | Japanese Prime Minister,prime Minister | japanese Prime Minister,noun,,,5
1423,自転車,じてんしゃ,自:じ | 転:てん | 車:しゃ,Bicycle | Bike | Pushbike,bicycle | bike | pushbike,noun,3000.0,3.0,3
1425,生物,せいぶつ,生:せい | 物:ぶつ,Living Thing | Creature | Organism,living Thing | creature | organism,noun,,,3
1429,優勝,ゆうしょう,優:ゆう | 勝:しょう,Victory | Championship,victory | championship,noun | verbal noun,3000.0,9.0,6
1433,働く,はたらく,働:はたら | く,To Work | To Labor | To Commit,work | labor | commit,intransitive verb | godan verb,,,4
1437,野菜,やさい,野:や | 菜:さい,Vegetable,vegetable,noun | の adjective,3000.0,9.0,4
1438,赤,あか,赤:あか,Red,red,noun,3000.0,,1
1440,承知,しょうち,承:しょう | 知:ち,Consent | Know | Aware,consent | know | aware,noun | verbal noun,3000.0,9.0,6
1441,父親,ちちおや,父:ちち | 親:おや,Father | Dad,father | dad,noun,3000.0,2.0,2
1442,供給,きょうきゅう,供:きょう | 給:きゅう,Supply | Supplying,supply | supplying,noun | verbal noun,,,6
1443,秘密,ひみつ,秘:ひ | 密:みつ,Secret | A Secret,secret | a Secret,noun | な adjective | の adjective,,,6
1444,誰か,だれか,,Someone,someone,noun,,,9
1446,獲得,かくとく,,Acquisition | Possession,acquisition | possession,noun | verbal noun | の adjective,,,9
1447,許可,きょか,許:きょ | 可:か,Permission,permission,noun | verbal noun,,,5
1448,急,きゅう,急:きゅう,Sudden | Urgent | Emergency | Steep,sudden | urgent | emergency | steep,adverb | な adjective,3000.0,,3
1449,嫌,いや,,Dislike | Eww | Gross | Reluctant,dislike | eww | gross | reluctant,noun | な adjective,,,9
1450,外交,がいこう,外:がい | 交:こう,Diplomacy,diplomacy,noun,3000.0,2.0,2
1451,論理,ろんり,論:ろん | 理:り,Logic,logic,noun,,,6
1452,話す,はなす,話:はな | す,To Speak | To Talk,speak | talk,transitive verb | godan verb,1000.0,,2
1453,西,にし,西:にし,West,west,noun,3000.0,,2
1455,極めて,きわめて,極:きわ | めて,Extremely,extremely,adverb,,,4
1456,本質,ほんしつ,本:ほん | 質:しつ,Essence | True Nature | Substance | Reality,essence | true Nature | substance | reality,noun | の adjective,,,5
1460,手紙,てがみ,手:て | 紙:がみ,Letter,letter,noun | の adjective,3000.0,2.0,2
1461,策,さく,策:さく,A Plan | Plan | Scheme,a Plan | plan | scheme,noun | suffix,,,6
1462,去年,きょねん,去:きょ | 年:ねん,Last Year,last Year,noun,3000.0,3.0,3
1465,汗,あせ,,Sweat,sweat,noun,,,9
1466,強制,きょうせい,強:きょう | 制:せい,Forcing | Compulsion | Compulsory,forcing | compulsion | compulsory,noun | verbal noun | の adjective,,,5
1467,宣言,せんげん,宣:せん | 言:げん,Proclamation | Declaration,proclamation | declaration,noun | verbal noun,,,6
1469,優先,ゆうせん,優:ゆう | 先:せん,Priority,priority,noun | verbal noun | の adjective,,,6
1473,職業,しょくぎょう,職:しょく | 業:ぎょう,Occupation | Profession,occupation | profession,noun | の adjective,,,5
1475,援助,えんじょ,,Assistance | Aid,assistance | aid,noun | verbal noun | の adjective,3000.0,9.0,9
1476,申請,しんせい,,Application | Applying,application | applying,noun | verbal noun,,,9
1480,喜び,よろこび,喜:よろこ | び,Joy | Delight | Glee | Rapture,joy | delight | glee | rapture,noun,,,5
1483,特殊,とくしゅ,,Special | Unique,special | unique,noun | な adjective | の adjective,,,9
1484,次回,じかい,次:じ | 回:かい,Next Time,next Time,noun,3000.0,3.0,3
1485,文学,ぶんがく,文:ぶん | 学:がく,Literature,literature,noun,,,1
1486,お知らせ,おしらせ,お | 知:し | らせ,Notice | Notification | Flier,notice | notification | flier,noun | verbal noun,3000.0,,2
1487,議会,ぎかい,議:ぎ | 会:かい,Diet | The Diet | Congress | Parliament | Assembly,diet | the Diet | congress | parliament | assembly,noun,,,4
1490,唯一,ゆいつ,,Only | Sole | Unique,only | sole | unique,adverb | の adjective,,,9
1491,削除,さくじょ,,Deletion | Elimination | Delete,deletion | elimination | delete,noun | verbal noun | の adjective,,,9
1493,両方,りょうほう,両:りょう | 方:ほう,Both | Both Sides | Both Ways,both | both Sides | both Ways,noun | の adjective,,,3
1497,横浜,よこはま,,Yokohama,yokohama,proper noun,3000.0,9.0,9
1501,処分,しょぶん,処:しょ | 分:ぶん,Disposal | Punishment,disposal | punishment,noun | verbal noun,,,6
1502,戦い,たたかい,戦:たたか | い,Battle | Fight | Conflict,battle | fight | conflict,noun,,,4
1503,共有,きょうゆう,共:きょう | 有:ゆう,Shared | Co Ownership | Joint Ownership | Share,shared | co Ownership | joint Ownership | share,noun | verbal noun | の adjective,3000.0,9.0,4
1504,変える,かえる,変:か | える,To Change Something | To Change,change Something | change,transitive verb | ichidan verb,,,4
1505,学者,がくしゃ,学:がく | 者:しゃ,Scholar,scholar,noun | の adjective,,,3
1506,夫婦,ふうふ,夫:ふう | 婦:ふ,Husband And Wife | Married Couple | Mr. And Mrs.,husband And Wife | married Couple | mr. And Mrs.,noun,,,5
1507,買い物,かいもの,買:か | い | 物:もの,Shopping,shopping,noun | の adjective,,,3
1516,少女,しょうじょ,少:しょう | 女:じょ,Girl | Young Girl,girl | young Girl,noun,,,2
1518,職場,しょくば,職:しょく | 場:ば,Place Of Work | Workplace | Place Of Employment,place Of Work | workplace | place Of Employment,noun,,,5
1519,材料,ざいりょう,材:ざい | 料:りょう,Ingredients | Material,ingredients | material,noun,,,4
1520,考慮,こうりょ,,Consideration,consideration,noun | verbal noun,,,9
1523,実感,じっかん,実:じっ | 感:かん,Realization | Real Feeling | Fully Realizing,realization | real Feeling | fully Realizing,noun | verbal noun,3000.0,3.0,3
1524,代わり,かわり,代:か | わり,Substitute | Replacement,substitute | replacement,noun | の adjective,3000.0,,3
1528,航空,こうくう,航:こう | 空:くう,Aviation,aviation,noun | の adjective,3000.0,9.0,5
1529,一時,いちじ,一:いち | 時:じ,One O'clock,one O'clock,noun,,,2
1530,字,じ,字:じ,Character | Kanji Character | Letter | Symbol,character | kanji Character | letter | symbol,noun,3000.0,,1
1531,分類,ぶんるい,分:ぶん | 類:るい,Classification | Categorization,classification | categorization,noun | verbal noun,,,4
1536,哲学,てつがく,,Philosophy,philosophy,noun,,,9
1537,核,かく,,Nucleus | Core | Nuclear,nucleus | core | nuclear,noun | の adjective,,,9
1538,巨大,きょだい,,Huge | Gigantic | Enormous,huge | gigantic | enormous,noun | な adjective,,,9
1539,台湾,たいわん,,Taiwan,taiwan,noun | proper noun | の adjective,3000.0,9.0,9
1544,条約,じょうやく,条:じょう | 約:やく,Treaty | Pact | Agreement,treaty | pact | agreement,noun,,,5
1546,人類,じんるい,人:じん | 類:るい,Mankind | Humanity | Humankind,mankind | humanity | humankind,noun,,,4
1551,首,くび,首:くび,Neck,neck,noun,3000.0,,2
1553,波,なみ,波:なみ,Wave,wave,noun,3000.0,,3
1556,血,ち,血:ち,Blood,blood,noun,3000.0,,3
1557,捜査,そうさ,,Criminal Investigation | Manhunt,criminal Investigation | manhunt,noun | verbal noun | の adjective,,,9
1558,死亡,しぼう,死:し | 亡:ぼう,Mortality | Death,mortality | death,noun | verbal noun,,,6
1560,祭,まつり,祭:まつり,Festival,festival,noun,3000.0,,3
1563,某,なにがし,,Someone Or Other | You-Know-Who | Something,someone Or Other | you-Know-Who | something,noun | pronoun | の adjective,,,9
1565,天気,てんき,天:てん | 気:き,Weather,weather,noun,3000.0,1.0,1
1568,挨拶,あいさつ,,Greeting | Salutation | Speech,greeting | salutation | speech,noun | verbal noun | の adjective,,,9
1569,受験,じゅけん,受:じゅ | 験:けん,Taking An Exam | Taking A Test,taking An Exam | taking A Test,noun | verbal noun,3000.0,9.0,4
1574,税金,ぜいきん,税:ぜい | 金:きん,Tax,tax,noun,,,5
1575,異常,いじょう,異:い | 常:じょう,Abnormal | Abnormality,abnormal | abnormality,noun | な adjective,,,6
1577,無事,ぶじ,無:ぶ | 事:じ,Safe And Sound | Safe | Without A Hitch,safe And Sound | safe | without A Hitch,noun | な adjective,,,4
1581,服,ふく,服:ふく,Clothes | Clothing,clothes | clothing,noun,3000.0,,3
1582,不可能,ふかのう,不:ふ | 可:か | 能:のう,Impossible | Not Possible,impossible | not Possible,noun | な adjective,,,5
1583,領域,りょういき,領:りょう | 域:いき,Domain | Territory | Realm,domain | territory | realm,noun | の adjective,,,6
1585,普及,ふきゅう,,Diffusion,diffusion,noun | verbal noun,,,9
1587,周囲,しゅうい,周:しゅう | 囲:い,Surroundings | Perimeter | Circumference,surroundings | perimeter | circumference,noun | の adjective,,,5
1588,お前,おまえ,お | 前:まえ,You,you,pronoun | の adjective,3000.0,,2
1589,見事,みごと,見:み | 事:ごと,Splendid | Magnificent | Beautiful | Admirable | Praiseworthy Act,splendid | magnificent | beautiful | admirable | praiseworthy Act,noun | な adjective,,,3
1591,素材,そざい,素:そ | 材:ざい,Raw Material | Material | Ingredient,raw Material | material | ingredient,noun,,,5
1593,児童,じどう,児:じ | 童:どう,Children | Child | School Children,children | child | school Children,noun,3000.0,9.0,4
1594,自民党,じみんとう,自:じ | 民:みん | 党:とう,Liberal Democratic Party | LDP,liberal Democratic Party | lDP,noun,,,6
1595,後ろ,うしろ,後:うし | ろ,Behind | Back | Rear,behind | back | rear,noun,3000.0,,2
1596,把握,はあく,,Grasp | Understand,grasp | understand,noun | verbal noun,,,9
1605,女子,じょし,女:じょ | 子:し,Girl | Woman | Female,girl | woman | female,noun,3000.0,1.0,1
1606,熱,ねつ,熱:ねつ,Fever | Heat,fever | heat,noun,,,4
1607,扱い,あつかい,,Handling | Treatment,handling | treatment,noun | verbal noun,,,9
1609,予測,よそく,予:よ | 測:そく,Prediction | Estimation | Forecast,prediction | estimation | forecast,noun | verbal noun,,,5
1611,常識,じょうしき,常:じょう | 識:しき,Common Sense | Common Knowledge,common Sense | common Knowledge,noun,,,5
1614,緊張,きんちょう,,Nervousness | Tension,nervousness | tension,noun | verbal noun,,,9
1615,沢山,たくさん,,A Lot | Many | Much,a Lot | many | much,noun | な adjective | の adjective,3000.0,9.0,9
1618,進む,すすむ,進:すす | む,To Advance | To Move Forward | To Progress,advance | move Forward | progress,intransitive verb | godan verb,1000.0,,3
1619,教科書,きょうかしょ,教:きょう | 科:か | 書:しょ,Textbook,textbook,noun,3000.0,2.0,2
1620,先週,せんしゅう,先:せん | 週:しゅう,Last Week,last Week,noun,3000.0,2.0,2
1622,余裕,よゆう,,Leeway | Room To Spare,leeway | room To Spare,noun,,,9
1623,品質,ひんしつ,品:ひん | 質:しつ,Material Quality | Item Quality | Product Quality | Quality,material Quality | item Quality | product Quality | quality,noun,,,5
1624,太陽,たいよう,太:たい | 陽:よう,Sun,sun,noun,3000.0,3.0,3
1631,進行,しんこう,進:しん | 行:こう,Advance | Progress,advance | progress,noun | verbal noun,,,3
1632,近所,きんじょ,近:きん | 所:じょ,Neighborhood,neighborhood,noun | の adjective,3000.0,3.0,3
1633,呼ぶ,よぶ,呼:よ | ぶ,To Call | To Call Out,call | call Out,transitive verb | godan verb,,,6
1634,程,ほど,程:ほど,Extent | An Extent,extent | an Extent,noun,,,5
1635,無駄,むだ,,Futility | Uselessness | Pointlessness,futility | uselessness | pointlessness,noun | な adjective,,,9
1636,講師,こうし,講:こう | 師:し,Lecturer | Instructor,lecturer | instructor,noun,,,5
1637,桜,さくら,桜:さくら,Sakura | Cherry Tree | Cherry Blossom,sakura | cherry Tree | cherry Blossom,noun,,,5
1638,郵便,ゆうびん,郵:ゆう | 便:びん,Mail | Post,mail | post,noun,,,6
1640,指示,しじ,指:し | 示:じ,Instructions | Directions | Advice,instructions | directions | advice,noun | verbal noun,,,5
1641,留学,りゅうがく,留:りゅう | 学:がく,Study Abroad | Studying Abroad,study Abroad | studying Abroad,noun | verbal noun,,,5
1643,返事,へんじ,返:へん | 事:じ,Reply | Response,reply | response,noun | verbal noun,3000.0,3.0,3
1645,嫌い,きらい,,Dislike | Hate | Dislikable | Detestable,dislike | hate | dislikable | detestable,noun | な adjective,,,9
1646,創造,そうぞう,創:そう | 造:ぞう,Creation,creation,noun | verbal noun,,,6
1647,物価,ぶっか,物:ぶっ | 価:か,Prices | Prices of Commodities | Cost Of Living,prices | prices of Commodities | cost Of Living,noun,,,5
1649,統一,とういつ,統:とう | 一:いつ,Unity | Uniformity,unity | uniformity,noun | verbal noun,,,5
1651,辺,へん,辺:へん,Side,side,noun,,,4
1652,苦労,くろう,苦:く | 労:ろう,Hardship | Troubles,hardship | troubles,noun | verbal noun | な adjective,3000.0,9.0,4
1653,漫画,まんが,,Manga | Japanese Comics,manga | japanese Comics,noun,,,9
1654,押し,おし,,Push | Pressure,push | pressure,noun,,,9
1656,飛行機,ひこうき,飛:ひ | 行:こう | 機:き,Airplane | Aeroplane | Aircraft | Plane,airplane | aeroplane | aircraft | plane,noun,3000.0,9.0,4
1657,進化,しんか,進:しん | 化:か,Evolution | Progress,evolution | progress,noun | verbal noun,3000.0,3.0,3
1662,貿易,ぼうえき,貿:ぼう | 易:えき,Trade | Commerce,trade | commerce,noun | verbal noun,,,5
1665,静か,しずか,静:しず | か,Quiet,quiet,な adjective,,,4
1668,停止,ていし,停:てい | 止:し,Stoppage | Suspension,stoppage | suspension,noun | verbal noun,3000.0,9.0,5
1677,災害,さいがい,災:さい | 害:がい,Natural Disaster | Disaster | Accident,natural Disaster | disaster | accident,noun,,,5
1679,信用,しんよう,信:しん | 用:よう,Trust | Credibility,trust | credibility,noun | verbal noun,,,4
1683,高度,こうど,高:こう | 度:ど,Altitude | High-level,altitude | high-level,noun | な adjective | の adjective,3000.0,3.0,3
1688,宣伝,せんでん,宣:せん | 伝:でん,Advertising | Promotion | Propaganda,advertising | promotion | propaganda,noun | verbal noun,,,6
1690,迷惑,めいわく,,Trouble | Troublesome | Inconvenience | Nuisance,trouble | troublesome | inconvenience | nuisance,noun | な adjective,,,9
1691,残る,のこる,残:のこ | る,To Remain Behind | To Remain | To Stay Behind,remain Behind | remain | stay Behind,intransitive verb | godan verb,,,4
1697,統合,とうごう,統:とう | 合:ごう,Unification | Integration | Consolidation,unification | integration | consolidation,noun | verbal noun,,,5
1698,謎,なぞ,,Mystery | Riddle,mystery | riddle,noun,,,9
1699,起こる,おこる,起:お | こる,To Occur | To Happen | To Take Place,occur | happen | take Place,intransitive verb | godan verb,1000.0,,3
1701,何故,なぜ,,Why | How,why | how,adverb,3000.0,9.0,5
1705,恋,こい,,Love,love,independent noun,,,9
1706,笑顔,えがお,笑:え | 顔:がお,Smile | Smiling Face,smile | smiling Face,noun | verbal noun,3000.0,9.0,4
1708,自動,じどう,自:じ | 動:どう,Automatic,automatic,noun | の adjective,,,3
1712,緊急,きんきゅう,,Urgent | Emergency,urgent | emergency,noun | な adjective | の adjective,3000.0,9.0,9
1713,終わる,おわる,終:お | わる,To End | To Be Over,end | be Over,intransitive verb | transitive verb | godan verb,1000.0,,3
1716,輸出,ゆしゅつ,輸:ゆ | 出:しゅつ,Export,export,noun | verbal noun | な adjective | の adjective,,,5
1717,先輩,せんぱい,,Senior | Older Graduate | Superior,senior | older Graduate | superior,noun,,,9
1718,帰る,かえる,帰:かえ | る,To Return Home | To Return | To Go Home,return Home | return | go Home,intransitive verb | godan verb,1000.0,,2
1722,反省,はんせい,反:はん | 省:せい,Reconsideration | Reflection | Regret,reconsideration | reflection | regret,noun | verbal noun,3000.0,9.0,4
1726,製作,せいさく,製:せい | 作:さく,Manufacturing | Production,manufacturing | production,noun | verbal noun | の adjective,,,5
1727,牛,うし,牛:うし,Cow | Bull | Ox,cow | bull | ox,noun,3000.0,,2
1729,診断,しんだん,,Diagnosis | Diagnosing | Assessment,diagnosis | diagnosing | assessment,noun | の adjective | verbal noun,,,9
1732,工業,こうぎょう,工:こう | 業:ぎょう,Industry,industry,noun,,,3
1733,広い,ひろい,広:ひろ | い,Wide | Spacious,wide | spacious,い adjective,3000.0,,2
1734,白い,しろい,白:しろ | い,White,white,い adjective,3000.0,,1
1735,崩壊,ほうかい,,Collapse | Crumbling | Breaking Down,collapse | crumbling | breaking Down,noun | verbal noun,,,9
1736,真実,しんじつ,真:しん | 実:じつ,Truth | Reality,truth | reality,adverb | noun | な adjective | の adjective,3000.0,3.0,3
1737,適当,てきとう,適:てき | 当:とう,Appropriate | Proper | Suitable | Irresponsible,appropriate | proper | suitable | irresponsible,noun | な adjective,,,5
1740,石油,せきゆ,石:せき | 油:ゆ,Oil | Petroleum | Kerosene,oil | petroleum | kerosene,noun,3000.0,3.0,3
1742,大幅,おおはば,,Large | Substantial | Drastic | Major,large | substantial | drastic | major,noun | な adjective,,,9
1743,天,てん,天:てん,Heaven,heaven,noun,3000.0,,1
1745,貢献,こうけん,,Contribution,contribution,noun | verbal noun,,,9
1746,配慮,はいりょ,,Consideration | Care,consideration | care,noun | verbal noun,3000.0,9.0,9
1748,書類,しょるい,書:しょ | 類:るい,Document,document,noun,,,4
1749,主催,しゅさい,,Host | Hosting | Sponsor,host | hosting | sponsor,noun | verbal noun,,,9
1751,調子,ちょうし,調:ちょう | 子:し,Condition | Tone,condition | tone,noun,3000.0,3.0,3
1752,単語,たんご,単:たん | 語:ご,Word | Vocabulary,word | vocabulary,noun | の adjective,,,4
1753,表情,ひょうじょう,表:ひょう | 情:じょう,Facial Expression,facial Expression,noun,,,5
1757,比較的,ひかくてき,,Comparatively | Relatively,comparatively | relatively,adverb,,,9
1760,植物,しょくぶつ,植:しょく | 物:ぶつ,Plant | Vegetation,plant | vegetation,noun,3000.0,3.0,3
1765,限界,げんかい,限:げん | 界:かい,Limit | Limitations,limit | limitations,noun | の adjective,3000.0,9.0,5
1772,奴,やつ,,Dude | Guy,dude | guy,pronoun | の adjective,,,9
1773,感染,かんせん,感:かん | 染:せん,Infection | Contagion,infection | contagion,noun | verbal noun | の adjective,,,6
1774,根拠,こんきょ,,Basis | Grounds,basis | grounds,noun | verbal noun,3000.0,9.0,9
1775,原稿,げんこう,,Manuscript | Copy,manuscript | copy,noun,,,9
1776,悩み,なやみ,,A Worry | A Trouble,a Worry | a Trouble,noun,,,9
1779,記載,きさい,,Record,record,noun | verbal noun,,,9
1780,お母さん,おかあさん,お | 母:かあ | さん,Mother | Mom,mother | mom,noun,3000.0,,2
1781,怖い,こわい,,Scary,scary,い adjective,,,9
1783,人達,ひとたち,人:ひと | 達:たち,People,people,noun,,,4
1785,地図,ちず,地:ち | 図:ず,Map,map,noun,3000.0,2.0,2
1786,大学院,だいがくいん,大:だい | 学:がく | 院:いん,Graduate School | Grad School,graduate School | grad School,noun,3000.0,3.0,3
1787,拒否,きょひ,,Refusal | Rejection,refusal | rejection,noun | の adjective | verbal noun,,,9
1788,腕,うで,,Arm,arm,noun,,,9
1790,最低,さいてい,最:さい | 低:てい,The Lowest | The Worst | The Minimum | Nasty | Terrible,the Lowest | the Worst | the Minimum | nasty | terrible,adverb | noun | な adjective | の adjective,,,4
1791,微妙,びみょう,,Not So Good | Not Really | Delicate | Subtle,not So Good | not Really | delicate | subtle,noun | な adjective,,,9
1792,見方,みかた,見:み | 方:かた,Way Of Seeing | Point Of View | Perspective | Viewpoint,way Of Seeing | point Of View | perspective | viewpoint,noun,,,2
1793,美味しい,おいしい,,Tasty | Delicious,tasty | delicious,い adjective,3000.0,3.0,3
1796,弱い,よわい,弱:よわ | い,Weak,weak,い adjective,3000.0,,2
1797,遠く,とおく,遠:とお | く,Far Away | Distant | At A Distance | Distant Place,far Away | distant | at A Distance | distant Place,noun | の adjective,7000.0,,2
1799,削減,さくげん,,Reduction | Cutback,reduction | cutback,noun | verbal noun,,,9
1800,青年,せいねん,青:せい | 年:ねん,Youth | Young Man | Young Adult,youth | young Man | young Adult,noun,3000.0,1.0,1
1801,我が国,わがくに,我:わ | が | 国:くに,Our Country,our Country,noun,,,6
1804,選ぶ,えらぶ,選:えら | ぶ,To Choose,choose,transitive verb | godan verb,,,4
1805,劇場,げきじょう,劇:げき | 場:じょう,Theater | Theatre,theater | theatre,noun | の adjective,,,6
1806,強調,きょうちょう,強:きょう | 調:ちょう,Emphasis | Highlight | Stress,emphasis | highlight | stress,noun | verbal noun,,,3
1813,床,ゆか,,Floor,floor,noun,,,9
1814,真剣,しんけん,,Serious,serious,noun | な adjective,3000.0,9.0,9
1815,講義,こうぎ,講:こう | 義:ぎ,Lecture,lecture,noun | verbal noun,,,5
1817,隊,たい,隊:たい,Squad | Unit | Team,squad | unit | team,noun | suffix,,,4
1820,貴重,きちょう,貴:き | 重:ちょう,Precious | Valuable,precious | valuable,noun | な adjective,,,6
1825,幅,はば,,Width,width,noun,,,9
1827,監視,かんし,,Surveillance | Observation | Monitoring,surveillance | observation | monitoring,noun | verbal noun,,,9
1832,勝ち,かち,勝:か | ち,Victory | Win | A Victory | A Win,victory | win | a Victory | a Win,noun,,,3
1837,肩,かた,,Shoulder,shoulder,noun,,,9
1838,券,けん,券:けん,Ticket | Coupon | Pass,ticket | coupon | pass,noun | suffix,,,6
